1962年威爾特張伯倫單場100分是對哪支球隊？ | 尼克 | 湖人 | 賽爾提克 | 活塞 | 0
哪位球員曾單季季後賽每場至少 3 顆三分命中？ | Ray Allen | Stephen Curry | Klay Thompson | Reggie Miller | 3
哪支球隊在季後賽連續 10 年晉級至少分區決賽？ | San Antonio Spurs | Boston Celtics | Los Angeles Lakers | Chicago Bulls | 0
哪位球員是唯一單季場均 30+ 分且三分命中率超過 45%？ | Steph Curry | Klay Thompson | Kevin Durant | Damian Lillard | 0
哪位球員曾效力公牛並單季搶斷超過 250？ | Michael Jordan | Scottie Pippen | Dennis Rodman | Steve Kerr | 0
哪位球員是唯一單季季後賽平均 10+ 籃板和 10+ 助攻？ | LeBron James | Magic Johnson | Russell Westbrook | Nikola Jokić | 3
哪支球隊在 1990s 擁有「Jordan era」稱號？ | Chicago Bulls | Detroit Pistons | Indiana Pacers | New York Knicks | 0
哪位球員單季搶斷數最多？ | Alvin Robertson | Michael Jordan | Hakeem Olajuwon | John Stockton | 0
哪位球員是唯一單季季後賽場均 5+ 抄截且得分超過 30？ | Michael Jordan | Kobe Bryant | LeBron James | Allen Iverson | 0
哪位球員曾單場季後賽得分超過 60？ | Elgin Baylor | Michael Jordan | LeBron James | Klay Thompson | 3
哪支球隊曾在總決賽橫掃對手 4-0？ | Golden State Warriors | Boston Celtics | Miami Heat | Los Angeles Lakers | 0
哪位球員是唯一單季季後賽場均 3+ 三分且得分 30+？ | Steph Curry | Klay Thompson | Ray Allen | Damian Lillard | 0
哪位球員曾效力活塞並場均籃板超過 15？ | Dennis Rodman | Joe Dumars | Isiah Thomas | Ben Wallace | 0
哪位球員單季季後賽場均封阻最多？ | Hakeem Olajuwon | Tim Duncan | David Robinson | Shaquille O'Neal | 0
哪位球員曾單場季後賽搶下 25+ 籃板？ | Bill Russell | Wilt Chamberlain | Dennis Rodman | Moses Malone | 1
哪支球隊在 1980s 擁有「Bad Boys」稱號？ | Detroit Pistons | Boston Celtics | Los Angeles Lakers | Chicago Bulls | 0
哪位球員是唯一單季季後賽場均 40+ 分且助攻 10+？ | LeBron James | Michael Jordan | Kobe Bryant | James Harden | 0
哪位球員曾效力湖人並單場季後賽得分超過 50？ | Kobe Bryant | Magic Johnson | Shaquille O'Neal | James Worthy | 0
哪支球隊在 2000s 擁有「Spurs dynasty」？ | San Antonio Spurs | Boston Celtics | Miami Heat | Los Angeles Lakers | 0
哪位球員單季季後賽三分命中數最多？ | Stephen Curry | Ray Allen | Klay Thompson | Damian Lillard | 0
哪位球員是唯一單季季後賽場均 20+ 分且搶斷 3+？ | Michael Jordan | Allen Iverson | Kobe Bryant | LeBron James | 0
哪位球員曾單季季後賽場均得分超過 35 並籃板 15+？ | Elgin Baylor | Charles Barkley | Hakeem Olajuwon | LeBron James | 0
哪支球隊曾在總決賽中連續四場擊敗對手 30+ 分？ | Chicago Bulls | Golden State Warriors | Boston Celtics | Los Angeles Lakers | 1
哪位球員是唯一單季季後賽場均 15+ 助攻且得分 20+？ | Magic Johnson | LeBron James | Jason Kidd | Chris Paul | 0
哪位球員曾單場季後賽投進 10 顆三分球？ | Klay Thompson | Ray Allen | Steph Curry | Reggie Miller | 0
哪位球員是 NBA 歷史上單場得分最高的控球後衛？ | Russell Westbrook | Allen Iverson | Damian Lillard | Chris Paul | 1
哪支球隊曾在單季常規賽取得 73 勝？ | Golden State Warriors | Chicago Bulls | Miami Heat | San Antonio Spurs | 0
哪位球員曾單季季後賽場均三分球命中數最多？ | Steph Curry | Klay Thompson | Ray Allen | Damian Lillard | 0
哪位球員曾同時入選 MVP、防守球員第一隊和全明星第一隊？ | Michael Jordan | LeBron James | Hakeem Olajuwon | Kawhi Leonard | 0
哪支球隊是 1980s 的「Showtime Lakers」？ | Los Angeles Lakers | Boston Celtics | Philadelphia 76ers | Detroit Pistons | 0
哪位球員單季季後賽場均得分超過 35 並投進至少 50 顆三分球？ | Steph Curry | Klay Thompson | Ray Allen | Damian Lillard | 0
哪位球員是唯一單季常規賽場均 30+ 分且三分命中率超過 40%？ | Steph Curry | Kevin Durant | James Harden | Damian Lillard | 0
哪位球員曾單季季後賽搶下 20+ 籃板並助攻 10+？ | LeBron James | Magic Johnson | Nikola Jokić | Oscar Robertson | 2
哪位球員在單場季後賽創下最多助攻紀錄？ | Scott Skiles | Magic Johnson | John Stockton | LeBron James | 0
哪位球員是唯一單季常規賽封阻超過 300 並得分 20+？ | Hakeem Olajuwon | Shaquille O'Neal | Tim Duncan | David Robinson | 0
哪支球隊曾在總決賽 0-2 落後後連續四場勝利？ | Cleveland Cavaliers | Golden State Warriors | Miami Heat | Boston Celtics | 0
哪位球員單季季後賽場均 3+ 抄截且籃板 10+？ | Michael Jordan | LeBron James | Kobe Bryant | Scottie Pippen | 1
哪位球員曾單季季後賽每場至少 2 次封阻並得分 25+？ | Hakeem Olajuwon | Tim Duncan | David Robinson | Shaquille O'Neal | 0
哪支球隊曾在季後賽連續 16 場比賽取勝？ | Golden State Warriors | Miami Heat | Los Angeles Lakers | Boston Celtics | 0
哪位球員單場季後賽得分最高？ | Michael Jordan | Elgin Baylor | LeBron James | Kobe Bryant | 1
哪位球員是唯一單季季後賽場均 30+ 分且三分命中率超過 40%？ | Steph Curry | Klay Thompson | Ray Allen | Damian Lillard | 0
哪位球員曾單場季後賽拿下至少 50 分且 10 助攻？ | LeBron James | James Harden | Kobe Bryant | Michael Jordan | 0
哪位球員單季季後賽命中率最高（滿足至少 15 場比賽）？ | Michael Jordan | LeBron James | Shaquille O'Neal | Kevin Durant | 2
哪支球隊在 1990s 被稱為「Bad Boys」？ | Detroit Pistons | Boston Celtics | Los Angeles Lakers | Chicago Bulls | 0
哪位球員是唯一單季季後賽場均 25+ 分且助攻 10+？ | LeBron James | Magic Johnson | Kobe Bryant | James Harden | 0
哪位球員曾單季季後賽投進 12 顆三分球單場？ | Klay Thompson | Steph Curry | Ray Allen | Reggie Miller | 0
哪位球員單季季後賽場均 30+ 分且籃板 15+？ | Elgin Baylor | Charles Barkley | Hakeem Olajuwon | LeBron James | 3
哪支球隊在 2000s 擁有「Spurs dynasty」？ | San Antonio Spurs | Boston Celtics | Miami Heat | Los Angeles Lakers | 0
哪位球員曾效力爵士並單季場均助攻 10+？ | John Stockton | Deron Williams | Jeff Hornacek | Karl Malone | 0
哪位球員單季季後賽場均三分命中數最多？ | Steph Curry | Ray Allen | Klay Thompson | Damian Lillard | 0
哪位球員曾單場季後賽得分超過 60？ | Elgin Baylor | Michael Jordan | LeBron James | Klay Thompson | 1
哪支球隊在總決賽橫掃對手 4-0？ | Golden State Warriors | Boston Celtics | Miami Heat | Los Angeles Lakers | 0
哪位球員曾效力活塞並單場搶下 30+ 分和 20+ 籃板？ | Dennis Rodman | Joe Dumars | Isiah Thomas | Ben Wallace | 3
哪位球員單季季後賽場均封阻最多？ | Hakeem Olajuwon | Tim Duncan | David Robinson | Shaquille O'Neal | 0
哪位球員曾單場季後賽搶下 25+ 籃板？ | Bill Russell | Wilt Chamberlain | Dennis Rodman | Moses Malone | 1
哪支球隊在 1980s 擁有「Bad Boys」稱號？ | Detroit Pistons | Boston Celtics | Los Angeles Lakers | Chicago Bulls | 0
哪位球員是唯一單季季後賽場均 40+ 分且助攻 10+？ | LeBron James | Michael Jordan | Kobe Bryant | James Harden | 0
哪位球員曾效力湖人並單場季後賽得分超過 50？ | Kobe Bryant | Magic Johnson | Shaquille O'Neal | James Worthy | 0
哪支球隊在 2000s 擁有「Spurs dynasty」？ | San Antonio Spurs | Boston Celtics | Miami Heat | Los Angeles Lakers | 0
哪位球員單季季後賽三分命中數最多？ | Stephen Curry | Ray Allen | Klay Thompson | Damian Lillard | 0
哪位球員是唯一單季季後賽場均 20+ 分且搶斷 3+？ | Michael Jordan | Allen Iverson | Kobe Bryant | LeBron James | 0
哪位球員單季季後賽場均 3+ 抄截且籃板 10+？ | Michael Jordan | LeBron James | Kobe Bryant | Scottie Pippen | 1
哪位球員曾單季季後賽每場至少 2 次封阻並得分 25+？ | Hakeem Olajuwon | Tim Duncan | David Robinson | Shaquille O'Neal | 0
哪支球隊曾在季後賽連續 16 場比賽取勝？ | Golden State Warriors | Miami Heat | Los Angeles Lakers | Boston Celtics | 0
哪位球員單場季後賽得分最高？ | Michael Jordan | Elgin Baylor | LeBron James | Kobe Bryant | 1
哪支球隊在 1985 年奪得 NBA 總冠軍？ | Detroit Pistons | Boston Celtics | Philadelphia 76ers | Los Angeles Lakers | 3
哪支球隊歷史上總冠軍最多？ | Golden State Warriors | Los Angeles Lakers | Chicago Bulls | Boston Celtics | 3
NBA 歷史上首場全明星賽在哪裡舉行？ | Boston Garden | Chicago Stadium | The Forum | Madison Square Garden | 3
哪支球隊曾單季取得最多常規賽勝場？ | San Antonio Spurs | Golden State Warriors | Miami Heat | Chicago Bulls | 1
哪支球隊在 1990s 被稱為「Bad Boys」？ | Chicago Bulls | Boston Celtics | Detroit Pistons | Los Angeles Lakers | 2
哪支球隊在 2015 年總冠軍中橫掃對手？ | Golden State Warriors | Cleveland Cavaliers | Houston Rockets | Toronto Raptors | 0
NBA 首位黑人球員是哪位？ | Bill Russell | Chuck Cooper | Nat “Sweetwater” Clifton | Earl Lloyd | 1
哪支球隊在 2004 年東區季後賽爆冷？ | Detroit Pistons | Boston Celtics | Miami Heat | New Jersey Nets | 0
NBA 歷史上首位外籍 MVP 得主是哪位？ | Dirk Nowitzki | Steve Nash | Giannis Antetokounmpo | Hakeem Olajuwon | 1
哪支球隊主場是 TD Garden？ | Philadelphia 76ers | New York Knicks | Toronto Raptors | Boston Celtics | 3
哪支球隊歷史上被稱為「Lob City」？ | Miami Heat | Los Angeles Clippers | Los Angeles Lakers | Golden State Warriors | 1
哪支球隊是 2000s 的「Spurs dynasty」？ | Miami Heat | Boston Celtics | San Antonio Spurs | Los Angeles Lakers | 2
NBA 首位海外選秀狀元是哪位？ | Pau Gasol | Andrea Bargnani | Yao Ming | Dirk Nowitzki | 2
哪支球隊曾因「We Believe」季後賽黑馬聞名？ | Dallas Mavericks | Golden State Warriors | Miami Heat | Los Angeles Lakers | 1
NBA 歷史上最長連勝紀錄屬於哪支球隊？ | Houston Rockets | Golden State Warriors | Miami Heat | Los Angeles Lakers | 1
哪支球隊主場在 Madison Square Garden？ | Philadelphia 76ers | Boston Celtics | New York Knicks | Chicago Bulls | 2
NBA 首次季後賽三分球大賽是在哪一年？ | 1986 | 1990 | 1984 | 1989 | 0
哪支球隊歷史上首度在總決賽橫掃對手？ | Minneapolis Lakers | Philadelphia 76ers | Boston Celtics | Chicago Bulls | 0
NBA 歷史上首位總冠軍連霸三次以上的球隊是？ | Los Angeles Lakers | Boston Celtics | Chicago Bulls | Minneapolis Lakers | 1
哪支球隊在歷史上被稱為「Purple & Gold」？ | Phoenix Suns | Los Angeles Lakers | Golden State Warriors | Los Angeles Clippers | 1
哪支球隊曾在 1970s 擁有「Skywalkers」外號？ | Washington Bullets | New York Knicks | Houston Rockets | Seattle SuperSonics | 3
哪位教練以執教「Triangle Offense」聞名？ | Gregg Popovich | Phil Jackson | Pat Riley | Red Auerbach | 1
哪支球隊在 1995 年 NBA 達成史上最大單場逆轉？ | Houston Rockets | Indiana Pacers | Orlando Magic | Phoenix Suns | 0
NBA 歷史上首位總決賽 MVP 是誰？ | Bill Russell | Jerry West | Kareem Abdul-Jabbar | Magic Johnson | 1
哪支球隊在 1987 年東區冠軍賽中擊敗老鷹？ | Boston Celtics | Detroit Pistons | Atlanta Hawks | Chicago Bulls | 2
NBA 首次三分球引入是哪一年？ | 1979 | 1980 | 1978 | 1981 | 0
哪支球隊歷史上「Showtime」時期最著名？ | Boston Celtics | Los Angeles Lakers | Chicago Bulls | New York Knicks | 1
NBA 歷史上第一位非洲球員是誰？ | Hakeem Olajuwon | Manute Bol | Al-Farouq Aminu | Serge Ibaka | 0
哪支球隊在 2006 年總冠軍中擊敗達拉斯？ | Miami Heat | Dallas Mavericks | Phoenix Suns | Detroit Pistons | 0
NBA 歷史上最年輕 MVP 是誰？ | Derrick Rose | LeBron James | Kevin Durant | Giannis Antetokounmpo | 0
哪支球隊在 1992 年夢幻隊對戰時，沒有輸過一場比賽？ | Chicago Bulls | Boston Celtics | USA Dream Team | Los Angeles Lakers | 2
NBA 歷史上最年長球員是誰？ | Nat Hickey | Vince Carter | Kevin Willis | Robert Parish | 0
哪支球隊在 2001 年西區季後賽橫掃開拓者？ | Los Angeles Lakers | San Antonio Spurs | Dallas Mavericks | Sacramento Kings | 0
哪位球員是首位單季三雙超過 30 次？ | Oscar Robertson | Magic Johnson | Russell Westbrook | LeBron James | 2
哪支球隊在 1984 年總冠軍中擊敗湖人？ | Boston Celtics | Philadelphia 76ers | Detroit Pistons | Los Angeles Lakers | 0
NBA 首位三屆 MVP 得主是誰？ | Bill Russell | Kareem Abdul-Jabbar | Wilt Chamberlain | Larry Bird | 2
哪支球隊在 1976 年總冠軍決賽中獲勝？ | Boston Celtics | Phoenix Suns | New York Knicks | Houston Rockets | 2
哪支球隊在 2012 年總冠軍橫掃對手？ | Miami Heat | Oklahoma City Thunder | San Antonio Spurs | Los Angeles Lakers | 0
哪位球員在 2004 年總決賽成為 FMVP？ | Chauncey Billups | Shaquille O’Neal | Tim Duncan | Kobe Bryant | 0
NBA 首位超過 50 分季後賽得分者是誰？ | Michael Jordan | Elgin Baylor | Wilt Chamberlain | Kobe Bryant | 2
哪支球隊在 1981 年東區冠軍賽中橫掃？ | Boston Celtics | Philadelphia 76ers | Atlanta Hawks | New York Knicks | 1
哪支球隊在 1979 年總冠軍賽擊敗超音速？ | Seattle SuperSonics | Washington Bullets | Phoenix Suns | Los Angeles Lakers | 1
NBA 歷史上第一位平均得分 30+ 的球隊是？ | Boston Celtics | Philadelphia 76ers | Chicago Bulls | Los Angeles Lakers | 3
哪支球隊在 1998 年總決賽中擊敗爵士？ | Chicago Bulls | Utah Jazz | New York Knicks | Indiana Pacers | 0
NBA 歷史上首位「連續場均三雙」球員是誰？ | Oscar Robertson | Magic Johnson | Russell Westbrook | Jason Kidd | 2
哪支球隊在 1986 年季後賽中擊敗湖人？ | Boston Celtics | Houston Rockets | Atlanta Hawks | Philadelphia 76ers | 0
哪位球員在 1979 年選秀成為狀元？ | Magic Johnson | Larry Bird | David Greenwood | Sidney Moncrief | 2
哪支球隊在 2008 年總冠軍擊敗湖人？ | Boston Celtics | Los Angeles Lakers | Detroit Pistons | San Antonio Spurs | 0
NBA 歷史上首位季後賽單場 50 分球員是誰？ | Elgin Baylor | Michael Jordan | Wilt Chamberlain | Kobe Bryant | 0
哪支球隊在 1989 年總冠軍中擊敗湖人？ | Detroit Pistons | Los Angeles Lakers | Chicago Bulls | Boston Celtics | 0
哪支球隊在 1994 年總冠軍賽擊敗尼克？ | Houston Rockets | New York Knicks | Phoenix Suns | Seattle SuperSonics | 0
哪位球員在 2006 年季後賽中場均 35 分以上？ | Allen Iverson | Kobe Bryant | LeBron James | Dwyane Wade | 1
NBA 歷史上第一位 MVP 投票一致當選者是誰？ | Steph Curry | LeBron James | Shaquille O’Neal | Michael Jordan | 1
哪支球隊在 1983 年總冠軍賽中擊敗湖人？ | Philadelphia 76ers | Los Angeles Lakers | Boston Celtics | Milwaukee Bucks | 0
哪支球隊在 1996 年總決賽擊敗超音速？ | Chicago Bulls | Seattle SuperSonics | New York Knicks | Utah Jazz | 1
哪位球員在 2009 年總決賽成為 FMVP？ | Kobe Bryant | LeBron James | Dwyane Wade | Pau Gasol | 0
哪支球隊在 2017 年總冠軍中擊敗騎士？ | Golden State Warriors | Cleveland Cavaliers | San Antonio Spurs | Boston Celtics | 0
哪支球隊在 2000 年總冠軍賽中擊敗步行者？ | Los Angeles Lakers | Indiana Pacers | New York Knicks | Miami Heat | 0
哪支球隊在 1972 年季後賽創下 33 連勝？ | Los Angeles Lakers | Boston Celtics | New York Knicks | Golden State Warriors | 0
NBA 歷史上首位「三次全明星 MVP」得主是誰？ | Bob Pettit | Wilt Chamberlain | Bill Russell | Kareem Abdul-Jabbar | 0
哪支球隊在 1988 年總決賽中擊敗活塞？ | Los Angeles Lakers | Detroit Pistons | Boston Celtics | Chicago Bulls | 0
哪支球隊在 1993 年總冠軍橫掃尼克？ | Chicago Bulls | New York Knicks | Phoenix Suns | Seattle SuperSonics | 0
NBA 歷史上首位場均 40 分以上球員是誰？ | Wilt Chamberlain | Elgin Baylor | Michael Jordan | Kobe Bryant | 0
哪支球隊在 2007 年季後賽中爆冷擊敗達拉斯？ | Golden State Warriors | Dallas Mavericks | Phoenix Suns | Miami Heat | 0
NBA 首位單季 3000 分以上球員是誰？ | Wilt Chamberlain | Kareem Abdul-Jabbar | Michael Jordan | Kobe Bryant | 0
哪支球隊在 2010 年總決賽擊敗熱火？ | Los Angeles Lakers | Miami Heat | Boston Celtics | Oklahoma City Thunder | 0
哪支球隊在 1997 年總冠軍中擊敗爵士？ | Chicago Bulls | Utah Jazz | New York Knicks | Indiana Pacers | 0
哪支球隊在 1986 年總冠軍賽橫掃？ | Boston Celtics | Los Angeles Lakers | Houston Rockets | Philadelphia 76ers | 0
哪支球隊在 2005 年總決賽中擊敗熱火？ | San Antonio Spurs | Miami Heat | Detroit Pistons | Los Angeles Lakers | 0
哪支球隊在 1991 年總決賽擊敗湖人？ | Chicago Bulls | Los Angeles Lakers | Boston Celtics | Portland Trail Blazers | 0
哪支球隊在 1979 年季後賽橫掃國王？ | Seattle SuperSonics | Washington Bullets | Phoenix Suns | New York Knicks | 0
哪支球隊在 1980 年總冠軍中擊敗費城？ | Los Angeles Lakers | Philadelphia 76ers | Boston Celtics | Milwaukee Bucks | 0
哪支球隊在 2003 年總冠軍中擊敗尼克？ | San Antonio Spurs | New York Knicks | Los Angeles Lakers | Detroit Pistons | 0
哪支球隊在 1990 年總決賽中擊敗活塞？ | Detroit Pistons | Los Angeles Lakers | Boston Celtics | Chicago Bulls | 0

