哪位球員在2016年總決賽帶領騎士逆轉勇士奪冠？ | LeBron James | Kevin Love | Kyrie Irving | JR Smith | 0
哪位球員以高效三分投籃著稱並效力勇士？ | Klay Thompson | Stephen Curry | Kevin Durant | Draymond Green | 1
哪支球隊主場在奧蘭多？ | Orlando Magic | Orlando City SC | Orlando Pirates | Orlando Rays | 0
NBA 歷史單季罰球命中率最高？ | Steve Nash | Mark Price | Stephen Curry | Dirk Nowitzki | 1
哪位球員效力達拉斯並以後仰跳投著名？ | Dirk Nowitzki | Steve Nash | Kristaps Porziņģis | Luka Dončić | 0
哪位球員以單季三雙最多次紀錄著稱？ | Russell Westbrook | LeBron James | Oscar Robertson | Magic Johnson | 0
哪位球員效力熱火並以突破與外線聞名？ | Dwyane Wade | Kyrie Irving | Chris Bosh | LeBron James | 0
哪位球員效力公牛並以速度與爆發力聞名？ | Derrick Rose | Jimmy Butler | Michael Jordan | Scottie Pippen | 0
NBA 歷史單季命中率最高球員？ | Shaquille O'Neal | DeAndre Jordan | Mitchell Robinson | Rudy Gobert | 2
哪位球員效力湖人並以「Showtime」聞名？ | Magic Johnson | Kareem Abdul-Jabbar | Shaquille O'Neal | James Worthy | 0
NBA 歷史單季助攻紀錄保持者？ | John Stockton | Chris Paul | Jason Kidd | Steve Nash | 0
哪位球員以「冰人」稱號著名？ | Allen Iverson | George Gervin | Michael Jordan | Tim Duncan | 1
哪支球隊主場在底特律？ | Detroit Pistons | Detroit Red Wings | Detroit Tigers | Detroit Lions | 0
哪位球員效力爵士並以傳球著稱？ | John Stockton | Karl Malone | Deron Williams | Jeff Hornacek | 0
NBA 歷史單場助攻紀錄保持者？ | Chris Paul | Steve Nash | John Stockton | Scott Skiles | 3
哪位球員效力熱火並拿下三連冠？ | Chris Bosh | Shaquille O'Neal | Dwyane Wade | LeBron James | 2
哪位球員以「大鬍子」著稱並效力火箭？ | James Harden | Dwight Howard | Chris Paul | Russell Westbrook | 0
哪支球隊在 2000s 擁有「Spurs dynasty」？ | San Antonio Spurs | Los Angeles Lakers | Boston Celtics | Miami Heat | 0
NBA 歷史單季三分命中紀錄保持者？ | Stephen Curry | James Harden | Damian Lillard | Klay Thompson | 0
哪位球員曾效力活塞並以突破著稱？ | Joe Dumars | Dennis Rodman | Isiah Thomas | Chauncey Billups | 0
哪位球員以「石佛」稱號著名？ | Tim Duncan | Tony Parker | Manu Ginobili | David Robinson | 0
NBA 歷史季後賽連續得分紀錄保持者？ | Michael Jordan | LeBron James | Wilt Chamberlain | Kobe Bryant | 1
哪位球員以運球突破與得分均衡著稱？ | Joe Dumars | Dennis Rodman | Isiah Thomas | Chauncey Billups | 2
NBA 季後賽總冠軍獎盃名稱？ | Larry O'Brien Trophy | Kobe Bryant Trophy | Bill Russell Trophy | Maurice Podoloff Trophy | 0
哪位球員效力湖人並稱為「小飛俠」？ | Kobe Bryant | Magic Johnson | Shaquille O'Neal | LeBron James | 0
NBA 季後賽首輪採用哪種賽制？ | 5 戰制 | 7 戰制 | 3 戰制 | 9 戰制 | 2
哪位球員以「駭客」著稱？ | Dennis Rodman | Dwight Howard | Rasheed Wallace | Ben Wallace | 2
哪支球隊被稱為「Showtime」湖人？ | Los Angeles Lakers | Boston Celtics | San Antonio Spurs | Chicago Bulls | 0
哪位球員效力湖人並稱「小飛俠」？ | Kobe Bryant | Magic Johnson | Shaquille O'Neal | LeBron James | 0
NBA 歷史單場搶斷紀錄保持者？ | Alvin Robertson | Kendall Gill | Mookie Blaylock | Larry Kenon | 0
哪位球員以高效三分著稱？ | Stephen Curry | Klay Thompson | Kevin Durant | Draymond Green | 0
哪支球隊主場在奧蘭多？ | Orlando Magic | Orlando City SC | Orlando Rays | Orlando Pirates | 0
NBA 歷史單季罰球命中率最高球員？ | Mark Price | Dirk Nowitzki | Stephen Curry | Steve Nash | 3
哪位球員效力達拉斯並以後仰跳投著稱？ | Dirk Nowitzki | Steve Nash | Luka Dončić | Kristaps Porziņģis | 0
哪位球員以單季三雙最多次紀錄著稱？ | Oscar Robertson | Russell Westbrook | Magic Johnson | LeBron James | 1
哪位球員效力熱火並以突破與外線聞名？ | Chris Bosh | Dwyane Wade | LeBron James | Kyrie Irving | 1
哪位球員效力公牛並以速度與爆發力著稱？ | Jimmy Butler | Scottie Pippen | Derrick Rose | Michael Jordan | 2
NBA 歷史單季命中率最高球員？ | Mitchell Robinson | Shaquille O'Neal | Rudy Gobert | DeAndre Jordan | 1
哪位球員效力湖人並以「Showtime」聞名？ | Magic Johnson | Shaquille O'Neal | James Worthy | Kareem Abdul-Jabbar | 0
NBA 的第一屆總冠軍是哪隊？ | Boston Celtics | Philadelphia Warriors | Chicago Stags | Minneapolis Lakers | 1
哪位球員在 NBA 歷史上拿過最多 MVP？ | LeBron James | Kareem Abdul-Jabbar | Michael Jordan | Bill Russell | 1
NBA 常規賽每隊最多連續勝利紀錄是？ | 33 | 27 | 28 | 31 | 0
NBA 歷史上單場最多助攻紀錄屬於誰？ | Scott Skiles | John Stockton | Magic Johnson | Chris Paul | 0
哪支球隊主場在紐奧良？ | New Orleans Pelicans | Atlanta Hawks | Miami Heat | New York Knicks | 0
NBA 三分球規則正式啟用是哪一年？ | 1979 | 1980 | 1985 | 1990 | 0
NBA 中「And-One」指的是什麼？ | 得分同時犯規 | 三分球 | 快攻 | 阻攻 | 0
哪支球隊主場是 TD Garden？ | Boston Celtics | Brooklyn Nets | Toronto Raptors | Philadelphia 76ers | 0
哪位球員是歷史助攻王？ | John Stockton | Steve Nash | Magic Johnson | Chris Paul | 0
NBA 的擋拆戰術英文是？ | Pick and Roll | Fast Break | Isolation | Zone Defense | 0
NBA 的防守三秒違例英文是？ | Defensive Three-Second | Traveling | Double Dribble | Charge | 0
NBA 進攻方籃板得幾分？ | 0 | 1 | 2 | 3 | 0
NBA 歷史單場最高得分是誰創下的？ | Michael Jordan | Kobe Bryant | Wilt Chamberlain | James Harden | 2
哪位球員以「冰人」綽號著稱並擅長中距離投籃？ | George Gervin | Kevin McHale | Reggie Miller | Ray Allen | 0
NBA 的奪冠隊伍會獲得哪個獎盃？ | Larry O’Brien Trophy | Bill Russell Trophy | Maurice Podoloff Trophy | NBA Cup | 0
NBA 過去單季最多得分王是誰？ | Wilt Chamberlain | Michael Jordan | Kobe Bryant | James Harden | 0
哪支球隊歷史上曾三連霸？ | Los Angeles Lakers | Chicago Bulls | Boston Celtics | San Antonio Spurs | 1
NBA 的「Triple-Double」至少包含哪三項？ | 得分、籃板、助攻 | 得分、籃板、抄截 | 得分、助攻、抄截 | 得分、籃板、阻攻 | 0
哪位球員以「The Glove」著稱並以防守聞名？ | Gary Payton | Dennis Rodman | Scottie Pippen | Hakeem Olajuwon | 0
NBA 總決賽七戰四勝制首次出現是哪一年？ | 1950 | 1947 | 1960 | 1970 | 1
NBA 的官方比賽時間每節多少分鐘？ | 12 | 10 | 15 | 8 | 0
哪位球員在 1992 年帶領美國「夢一隊」奪冠？ | Michael Jordan | Magic Johnson | Larry Bird | Charles Barkley | 0
NBA 的「hack-a-Shaq」策略主要針對？ | 罰球差的球員 | 三分手 | 控球後衛 | 中鋒 | 0
哪位球員在 2000 年代初效力湖人並拿 MVP？ | Shaquille O’Neal | Kobe Bryant | Tim Duncan | Steve Nash | 0
NBA 的擋拆分工中「Roll」指什麼？ | 內線切入 | 外線投籃 | 傳球 | 防守 | 0
哪支球隊歷史上曾經搬遷至奧克拉荷馬城？ | Seattle Supersonics | Vancouver Grizzlies | New Jersey Nets | Charlotte Hornets | 0
NBA 歷史上最快達成 10000 分的是誰？ | LeBron James | Kobe Bryant | Kevin Durant | Michael Jordan | 0
NBA 的「zone defense」中文意思？ | 區域防守 | 人盯人 | 快攻 | 擋拆 | 0
NBA 單場最多三分球紀錄是誰？ | Klay Thompson | Stephen Curry | Damian Lillard | James Harden | 0
NBA 單場最多籃板紀錄是誰？ | Wilt Chamberlain | Bill Russell | Dennis Rodman | Kareem Abdul-Jabbar | 0
哪位球員在 NBA 歷史上拿過最多總冠軍戒指？ | Bill Russell | Michael Jordan | Tim Duncan | Kobe Bryant | 0
NBA 的常規賽 MVP 奬杯名稱是？ | Maurice Podoloff Trophy | Larry O’Brien Trophy | Bill Russell Trophy | MVP Trophy | 0
NBA 的「Alley-oop」指什麼動作？ | 空接灌籃 | 擋拆 | 跳投 | 後仰投 | 0
NBA 的「Fast Break」中文意思？ | 快速反擊 | 擋拆 | 籃下進攻 | 防守 | 0
NBA 歷史上得分最高的單季是誰？ | Wilt Chamberlain | Michael Jordan | James Harden | Kobe Bryant | 0
哪支球隊主場在多倫多？ | Toronto Raptors | Toronto Maple Leafs | Montreal Canadiens | Toronto Argonauts | 0
NBA 的「Technical Foul」中文意思？ | 技術犯規 | 進攻犯規 | 防守犯規 | 三秒違例 | 0
NBA 的「Charge」指？ | 進攻犯規 | 防守犯規 | 擋拆 | 抄截 | 0
NBA 的「Traveling」指？ | 走步 | 進攻犯規 | 防守犯規 | 抄截 | 0
NBA 的「Double Dribble」指？ | 連續運球 | 防守犯規 | 進攻犯規 | 擋拆 | 0
哪支球隊主場在邁阿密？ | Miami Heat | Orlando Magic | Miami Dolphins | Miami Marlins | 0
NBA 的「Overtime」中文意思？ | 加時 | 犯規 | 罰球 | 三分 | 0
NBA 的「Rebound」中文意思？ | 籃板 | 得分 | 助攻 | 犯規 | 0
NBA 的「Steal」中文意思？ | 抄截 | 阻攻 | 得分 | 犯規 | 0
NBA 的「Block」中文意思？ | 阻攻 | 抄截 | 防守犯規 | 得分 | 0
NBA 的「Assist」中文意思？ | 助攻 | 抄截 | 防守 | 得分 | 0
NBA 的「Personal Foul」中文意思？ | 個人犯規 | 阻攻 | 犯規 | 防守 | 0
哪位球員是歷史上最快達成 2000 助攻？ | Magic Johnson | John Stockton | Chris Paul | Steve Nash | 1
哪位球員是歷史上最快達成 1000 抄截？ | Hakeem Olajuwon | Scottie Pippen | Michael Jordan | Gary Payton | 3
哪位球員以「冰人」著稱？ | George Gervin | Michael Jordan | Kobe Bryant | Ray Allen | 0
NBA 最早的創始球隊是哪支？ | Boston Celtics | Philadelphia Warriors | Chicago Stags | Minneapolis Lakers | 1
NBA 「Block」紀錄保持者是誰？ | Hakeem Olajuwon | Dikembe Mutombo | Tim Duncan | Shaquille O’Neal | 0
哪位球員以「天勾」聞名？ | Kareem Abdul-Jabbar | Shaquille O’Neal | Tim Duncan | Hakeem Olajuwon | 0
NBA 「Free Throw」中文意思？ | 罰球 | 得分 | 助攻 | 抄截 | 0
哪位球員以「Magic」綽號聞名？ | Magic Johnson | Michael Jordan | LeBron James | Kobe Bryant | 0
哪位球員曾帶領「夢一隊」奪奧運金牌？ | Charles Barkley | Larry Bird | Michael Jordan | All of the above | 3
NBA 的「Pick and Roll」戰術指什麼？ | 擋拆 | 快攻 | 區域防守 | 籃下進攻 | 0
NBA 的「Isolation」戰術指什麼？ | 單打 | 擋拆 | 快攻 | 防守 | 0
NBA 歷史上最快 50 分是誰？ | Devin Booker | Michael Jordan | Wilt Chamberlain | James Harden | 0
哪支球隊曾經搬遷至奧克拉荷馬城？ | Seattle Supersonics | Vancouver Grizzlies | New Jersey Nets | Charlotte Hornets | 0
NBA 歷史單季最多三分紀錄持有者是？ | Stephen Curry | Klay Thompson | Damian Lillard | James Harden | 0
哪位球員是 NBA 歷史上助攻王？ | John Stockton | Steve Nash | Magic Johnson | Chris Paul | 0
哪位球員以「The Answer」著稱？ | Allen Iverson | Kobe Bryant | LeBron James | Michael Jordan | 0
NBA 的「Fast Break」中文意思是？ | 快速反擊 | 擋拆 | 籃下進攻 | 防守 | 0
哪位球員以「石佛」聞名？ | Tim Duncan | Kobe Bryant | Michael Jordan | Shaquille O’Neal | 0
NBA 單場最高得分紀錄保持者是誰？ | Wilt Chamberlain | Michael Jordan | Kobe Bryant | James Harden | 0
NBA 「Triple-Double」至少包含哪三項？ | 得分、籃板、助攻 | 得分、助攻、抄截 | 得分、籃板、阻攻 | 得分、籃板、抄截 | 0
NBA 歷史上最快達成 10000 分的是誰？ | LeBron James | Kobe Bryant | Kevin Durant | Michael Jordan | 0
NBA 的「And-One」指的是？ | 得分同時犯規 | 三分球 | 快攻 | 阻攻 | 0

